Audio,English,Persian G Translate,Persian Bamooz,English Alternatives,German,German Alternatives,Level,Part of Speech,Picture,Plural and inflected forms,Sample sentence,Thing
{{860 0 0.mp3}},man,مرد,مرد / شوهر,,der Mann,,7,noun,{{860 7 0.jpg}},die Männer,Siehst du den Mann dort?,23505334
{{861 0 0.mp3}},"to present, perform",تا حال حاضر، انجام,ارائه دادن (شفاهی) / اجرا کردن، نمایش دادن,,vortragen,,169,verb,{{861 7 0.jpg}},trägt vor; trug vor; hat vorgetragen,Die Projektgruppe trägt ihre Ergebnisse vor.,24624652
{{862 0 0.mp3}},constant,مقدار ثابت,پیوسته، مداوم,,stetig,,132,adj,{{862 7 0.jpg}},,Der Wind wehte stetig aus Süden.,24609023
{{863 0 0.mp3}},"to rustle, roar",به خش خش، سر و صدا,خروشیدن، غریدن,rustle,rauschen,,153,verb,{{863 7 0.jpg}},rauscht; rauschte; hat gerauscht,Die Bäume rauschen im Wind.,24620590
{{864 0 0.mp3}},market share,سهم بازار,,,der Marktanteil,,158,noun,{{864 7 0.jpg}},no plural,Diese Zuschauerquote entspricht einem Marktanteil von 30 Prozent.,24622126
{{865 0 0.mp3}},(of) Berlin,(از) برلین,برلینی، اهل برلین,,Berliner,,43,adj,{{865 7 0.jpg}},,Der Berliner Fernsehturm ist 365m hoch.,24235018
{{866 0 0.mp3}},to listen to,برای گوش دادن به,گوش کردن، شنیدن,,anhören,,92,verb,{{866 7 0.jpg}},hört an; hörte an; hat angehört,Der Richter hört alle Zeugen an.,24542810
{{867 0 0.mp3}},without,بدون,بدون، بدون اینکه,,ohne,,7,prep,{{867 7 0.jpg}},,Ohne meine Handtasche gehe ich nicht aus dem Haus.,23504092
{{868 0 0.mp3}},"disturbance, interruption",اختلال، وقفه,مزاحمت,the disturbance,die Störung,Störung,59,noun,{{868 7 0.jpg}},die Störungen,Die Störung im Atomkraftwerk verunsicherte die Bevölkerung.,24279888
{{869 0 0.mp3}},remaining,باقی مانده,اضافی، باقی‌مانده,,restlich,,121,adj,{{869 7 0.jpg}},,Die restlichen Kosten trägt die Stadt.,24588588
{{870 0 0.mp3}},activity,فعالیت,فعالیت,the activity,die Aktivität,Aktivität,64,noun,{{870 7 0.jpg}},die Aktivitäten,Der Verein bietet viele sportliche Aktivitäten an.,24384380
{{871 0 0.mp3}},to put,گذاشتن,اسکان دادن، منزل دادن,,unterbringen,,129,verb,{{871 7 0.jpg}},bringt unter; brachte unter; hat untergebracht,Wo können wir nur die vielen Gäste unterbringen?,24606155
{{872 0 0.mp3}},"normally, as a rule",به طور معمول، به عنوان یک قاعده,,,in der Regel,,24,,{{872 7 0.jpg}},,In der Regel wird das Geld Ende des Monats überwiesen.,23885704
{{873 0 0.mp3}},Belgian,بلژیکی,بلژیکی، اهل بلژیک,,belgisch,,156,adj,{{873 7 0.jpg}},,Belgische Pralinen sind eine Delikatesse.,24621817
{{874 0 0.mp3}},(business) group,(گروه تجاری,شرکت بزرگ، کنسرن,the enterprise,der Konzern,Konzern,67,noun,{{874 7 0.jpg}},die Konzerne,VW ist ein weltweit erfolgreicher Konzern.,24473685
{{875 0 0.mp3}},"man, Mr.",مرد، آقای,آقا,,der Herr,,10,noun,{{875 7 0.jpg}},die Herren,Ein Herr im schwarzen Anzug erschien auf der Bühne.,23634851
{{876 0 0.mp3}},urgent,فوری,فوری، اضطراری,,dringend,,75,adj,{{876 7 0.jpg}},,"Es muss dringend jemand die Wasserleitung reparieren, sie ist defekt.",24505908
{{877 0 0.mp3}},ladder,نردبان,مدیر، رهبر / نردبان، (die Leiter),the ladder,die Leiter,Leiter,60,noun,{{877 7 0.jpg}},die Leitern,Stell die Leiter bitte an die Garage!,24280404
{{878 0 0.mp3}},consideration,توجه,توجه، ملاحظه,,der Betracht,,150,noun,{{878 7 0.jpg}},no plural,Das kommt nicht in Betracht.,24619765
{{879 0 0.mp3}},outside,خارج از,از بیرون، از خارج,,außen,,60,adv,{{879 7 0.jpg}},,Außen am Haus ist eine Leiter befestigt.,24280547
{{880 0 0.mp3}},committee,کمیسیون,کمیسیون، کارگروه,,das Gremium,,157,noun,{{880 7 0.jpg}},die Gremien,Über den Einspruch entscheidet das zuständige Gremium.,24622006
{{881 0 0.mp3}},"after it, afterwards",پس از آن، پس از آن,سپس، بعد از آن,,danach,,22,pron,{{881 7 0.jpg}},,Danach hörte er Musik.,23883432
{{882 0 0.mp3}},light,سبک,نور / چراغ,the light,das Licht,Licht,25,noun,{{882 7 0.jpg}},die Lichter,"Mach das Licht aus, es blendet!",23913846
{{883 0 0.mp3}},to switch on,به تغییر در,روشن کردن، به کار انداختن,turn on,einschalten,,111,verb,{{883 7 0.jpg}},schaltet ein; schaltete ein; hat eingeschaltet,Bei Stau schalten wir das Radio ein.,24568487
{{884 0 0.mp3}},radio,رادیو,رادیو,,das Radio,,87,noun,{{884 7 0.jpg}},die Radios,Das Radio bringt alle halbe Stunde Nachrichten.,24519600
{{885 0 0.mp3}},to cover,پوشاندن,پوشاندن,,bedecken,,103,verb,{{885 7 0.jpg}},bedeckt; bedeckte; hat bedeckt,Der größte Teil der Erde ist mit Wasser bedeckt.,24552776
{{886 0 0.mp3}},origin,اصل و نسب,پیدایش، ایجاد,,die Entstehung,,108,noun,{{886 7 0.jpg}},die Entstehungen,Was weiß man über die Entstehung der Erde?,24565821
{{887 0 0.mp3}},ring,حلقه,انگشتر، حلقه,,der Ring,,113,noun,{{887 7 0.jpg}},die Ringe,Er trägt einen Ring an der linken Hand.,24569275
{{888 0 0.mp3}},athlete,ورزشکار,ورزشکار,,der Sportler,,137,noun,{{888 7 0.jpg}},die Sportler,Wer ist der beliebteste Sportler der Deutschen?,24610505
{{889 0 0.mp3}},"design, organisation",طراحی، سازمان,طراحی، آرایش,,die Gestaltung,,112,noun,{{889 7 0.jpg}},die Gestaltungen,Die Gestaltung der Bühne übernimmt der Bühnenbildner.,24568508
{{890 0 0.mp3}},"to stride, walk",به گام، راه رفتن,گام برداشتن,stride,schreiten,,164,verb,{{890 7 0.jpg}},schreitet; schritt; ist geschritten,Ein Mann schreitet in der Halle auf und ab.,24623440
{{891 0 0.mp3}},picture,تصویر,عکس، تصویر، تابلو / تصور / منظره، ظاهر,the picture,das Bild,Bild,15,noun,{{891 7 0.jpg}},die Bilder,Renates Büro hängt voller Bilder.,23720506
{{892 0 0.mp3}},"lasting, sustainable",پایدار، پایدار,پایدار، مستمر,,nachhaltig,,121,adj,{{892 7 0.jpg}},,Die Reform hatte eine nachhaltige Wirkung.,24588505
{{893 0 0.mp3}},to praise,تمجید کردن,ستودن، تحسین کردن,praise,loben,,109,verb,{{893 7 0.jpg}},lobt; lobte; hat gelobt,Kinder muss man viel loben.,24566272
{{894 0 0.mp3}},"to put in, insert",برای قرار دادن در، درج,گذاشتن، قرار دادن / شور انداختن / واریز کردن,,einlegen,,156,verb,{{894 7 0.jpg}},legt ein; legte ein; hat eingelegt,Sie legte eine DVD in den Recorder ein.,24621874
{{895 0 0.mp3}},"to reduce, decrease",به منظور کاهش، کاهش,کاهش دادن، کم کردن، پایین آوردن، تقلیل دادن / کاهش یافتن، کم شدن، پایین آمدن,,vermindern,,155,verb,{{895 7 0.jpg}},vermindert; verminderte; hat vermindert,Durch diese Pillen werden die Schmerzen vermindert.,24620889
{{896 0 0.mp3}},"work, factory",کار، کارخانه,کار، اثر / کارخانه,the work,das Werk,Werk,23,noun,{{896 7 0.jpg}},die Werke,Er hat ein gutes Werk getan.,23884172
{{897 0 0.mp3}},"pupil, student",دانش آموز، دانش آموز,دانش‌آموز,,der Schüler,,20,noun,{{897 7 0.jpg}},die Schüler,Alle Schüler treffen sich donnerstags in der Aula.,23863784
{{898 0 0.mp3}},picture,تصویر,عکس، تصویر، تابلو / تصور / منظره، ظاهر,the picture,das Bild,Bild,15,noun,{{898 7 0.jpg}},die Bilder,Renates Büro hängt voller Bilder.,23720506
{{899 0 0.mp3}},god,خداوند,خدا,,der Gott,,24,noun,{{899 7 0.jpg}},die Götter,"Ich bin der Herr, dein Gott, du sollst keine anderen Götter haben neben mir.",23885767
{{900 0 0.mp3}},"fast, quick",تندو سریع,سریع، پرسرعت,,schnell,,12,adj,{{900 7 0.jpg}},,Ein schnelles Auto verbraucht auch meist viel Benzin.,23642290
{{901 0 0.mp3}},drug,دارو,مواد مخدر,,die Droge,,130,noun,{{901 7 0.jpg}},die Drogen,"Es gibt Beratungsstellen für Menschen, die Probleme mit Drogen haben.",24607170
{{902 0 0.mp3}},"corridor, aisle, course",راهرو، راهرو، البته,تالار ورودی / دنده [ماشین],the corridor,der Gang,Gang,51,noun,{{902 7 0.jpg}},die Gänge,Der ganze Gang steht voller Arbeitsloser.,24264296
{{903 0 0.mp3}},factor,عامل,ضریب / عامل,the factor,der Faktor,Faktor,52,noun,{{903 7 0.jpg}},die Faktoren,Das ist der entscheidende Faktor.,24265030
{{904 0 0.mp3}},to achieve,بدست آوردن,پول کافی داشتن، استطاعت داشتن، پرداختن (هزینه) / انجام دادن، (leisten),achieve,leisten,,32,verb,{{904 7 0.jpg}},leistet; leistete; hat geleistet,Sie hat in ihrem Leben viel geleistet.,24124725
{{905 0 0.mp3}},differentiate,افتراق,تمایز گذاشتن، تفاوت گذاشتن,,differenzieren,,108,verb,{{905 7 0.jpg}},differenziert; differenzierte; hat differenziert,Wir müssen noch deutlicher zwischen Können und Wollen differenzieren.,24558987
{{906 0 0.mp3}},extensive,وسیع,گسترده,,weitgehend,,59,adj,{{906 7 0.jpg}},,Die Bauarbeiten sind weitgehend abgeschlossen.,24279952
{{907 0 0.mp3}},particle,ذره,,,das Teilchen,,90,noun,{{907 7 0.jpg}},die Teilchen,Ein Atom besteht aus verschiedenen Teilchen.,24541791
{{908 0 0.mp3}},centimetre,سانتی متر,سانتی‌متر,the centimeter,der Zentimeter,Zentimeter,59,noun,{{908 7 0.jpg}},die Zentimeter,Ein A4-Blatt misst etwa 21 x 30cm.,24279957
{{909 0 0.mp3}},"to paint, cancel",به رنگ، لغو,حذف کردن، خط زدن، قلم گرفتن / رنگ زدن، رنگ کردن,,streichen,,68,verb,{{909 7 0.jpg}},streicht; strich; hat gestrichen,Laura hat ihr Zimmer grün gestrichen.,24474233
{{910 0 0.mp3}},message,پیام,سفارتخانه,the message,die Botschaft,Botschaft,77,noun,{{910 7 0.jpg}},die Botschaften,Die Menschen erwarten eine positive Botschaft von ihrem Präsidenten.,24507040
{{911 0 0.mp3}},comparable,قابل مقایسه,قابل مقایسه، قابل قیاس,,vergleichbar,,88,adj,{{911 7 0.jpg}},,In diesem Semester kann das Institut kein vergleichbares Seminar anbieten.,24519656
{{912 0 0.mp3}},chemistry,علم شیمی,شیمی,,die Chemie,,111,noun,{{912 7 0.jpg}},no plural,Die Bonbons schmecken wie die pure Chemie.,24568388
{{913 0 0.mp3}},"to force one's way in, penetrate",به راه نیروی یک در، نفوذ,رخنه کردن، نفوذ کردن,,eindringen,,123,verb,{{913 7 0.jpg}},dringt ein; drang ein; ist eingedrungen,Die Bankräuber sind unerkannt in den Tresorraum eingedrungen.,24602726
{{914 0 0.mp3}},mainly,به طور عمده,اغلب، بیشتر، عمدتا,,vorwiegend,,99,adv,{{914 7 0.jpg}},,Wir haben es vorwiegend mit skandinavischen Studenten zu tun.,24547101
{{915 0 0.mp3}},cheese,پنیر,پنیر,the cheese,der Käse,Käse,152,noun,{{915 7 0.jpg}},die Käse,In Frankreich isst man sehr viel Käse.,24620257
{{916 0 0.mp3}},to burn,برای سوزاندن,سوزاندن / سوختن، (خود را) سوزاندن، (sich verbrennen),,verbrennen,,133,verb,{{916 7 0.jpg}},verbrennt; verbrannte; ist verbrannt,Holz verbrennt zu Asche.,24609105
{{917 0 0.mp3}},"disturbance, interruption",اختلال، وقفه,مزاحمت,the disturbance,die Störung,Störung,59,noun,{{917 7 0.jpg}},die Störungen,Die Störung im Atomkraftwerk verunsicherte die Bevölkerung.,24279888
{{918 0 0.mp3}},poor,فقیر,فقیر، تهیدست، بیچاره / بازو، دست,,arm,,82,adj,{{918 7 0.jpg}},,Sie stammt aus armen Verhältnissen.,24518806
{{919 0 0.mp3}},unclear,غیر واضح,مبهم، نامشخص، ناروشن,,unklar,,133,adj,{{919 7 0.jpg}},,"Mir ist unklar, wie das passieren konnte.",24609065
{{920 0 0.mp3}},double,دو برابر,دوتا، دوبار,,doppelt,,72,adj,{{920 7 0.jpg}},,Heute gibt es doppelt so viele Arbeitslose wie vor 20 Jahren.,24476523
{{921 0 0.mp3}},assessment,ارزیابی,ارزیابی، قضاوت,,die Bewertung,,89,noun,{{921 7 0.jpg}},die Bewertungen,Die Bewertung erfolgt unter unterschiedlichen Aspekten.,24538524
{{922 0 0.mp3}},Belgian,بلژیکی,بلژیکی، اهل بلژیک,,belgisch,,156,adj,{{922 7 0.jpg}},,Belgische Pralinen sind eine Delikatesse.,24621817
{{923 0 0.mp3}},"to lift off, withdraw",به بلند کردن، برداشت,برداشتن، برداشت کردن / متمایز بودن، تفاوت داشتن، (sich abheben),,abheben,,143,verb,{{923 7 0.jpg}},hebt ab; hob ab; hat abgehoben,Das Flugzeug hebt pünktlich ab.,24614643
{{924 0 0.mp3}},"my, mine",من، معدن,مال من، ضمیر ملکی اول شخص مفرد,,mein,,3,pron,{{924 7 0.jpg}},,Meine Katze ist weggelaufen.,23501447
{{925 0 0.mp3}},"physician, doctor",پزشک، دکتر,پزشک، دکتر,,der Arzt,,30,noun,{{925 7 0.jpg}},die Ärzte,Mein Arzt verschrieb mir eine Salbe.,24022797
{{926 0 0.mp3}},"to examine, check",برای بررسی، بررسی,بررسی کردن، چک کردن، آزمودن,examine,prüfen,,55,verb,{{926 7 0.jpg}},prüft; prüfte; hat geprüft,Wir müssen noch den Ölstand des Autos prüfen.,24278413
{{927 0 0.mp3}},"facade, front",جلو، جلو,نما (ساختمان),,die Fassade,,166,noun,{{927 7 0.jpg}},die Fassaden,Die Fassade des Hauses wird neu gestrichen.,24624024
{{928 0 0.mp3}},so to speak,پس به صحبت,به عبارتی، می‌توان گفت,,sozusagen,,55,adv,{{928 7 0.jpg}},,"Wir haben kein Interesse an Ihrem Angebot, es ist sozusagen besser, wenn Sie gehen.",24278461
{{929 0 0.mp3}},"1) as, when; 2) than",1) به عنوان، هنگامی که؛ 2) از,به صورت، به عنوان / از، از [برای مقایسه] / وقتیکه، زمانیکه,,als,,2,1) conj; 2) part,{{929 7 0.jpg}},,"1) Als er jung war, wohnte er in Berlin. 2) Er ist kleiner als sein Bruder.",23499908
{{930 0 0.mp3}},terrible,وحشتناک,ناجور، ناخوشایند، بسیار بد / بدجوری، به طرز وحشتناکی,,schrecklich,,92,adj,{{930 7 0.jpg}},,"Wir hatten ein schreckliches Erlebnis im Zoo, ein Löwe ist ausgebrochen.",24542499
{{931 0 0.mp3}},"once, at one time, one day",یک بار، در یک زمان، یک روز,زمانی، روزگاری,,einst,,70,adv,{{931 7 0.jpg}},,In Amerika lebten einst viel mehr Völker als heute.,24476320
{{932 0 0.mp3}},results,نتایج,نتیجه (آزمایش),,der Befund,,144,noun,{{932 7 0.jpg}},die Befunde,In einer Woche kommt der Befund aus dem Labor.,24616010
{{933 0 0.mp3}},internship,کارآموزی,کارآموزی,,das Praktikum,,147,noun,{{933 7 0.jpg}},die Praktika,Maria hat ein Praktikum in Italien gemacht.,24617701
{{934 0 0.mp3}},"excellent, perfect",بسیار عالی، مناسب,فوق العاده، عالی,,ausgezeichnet,,117,adj,{{934 7 0.jpg}},,Das war ein ausgezeichnetes Essen.,24584634
{{935 0 0.mp3}},statistical,آماری,آماری,,statistisch,,95,adj,{{935 7 0.jpg}},,Es handelt sich hier lediglich um eine statistische Erhebung.,24546065
{{936 0 0.mp3}},"fight, struggle",مبارزه، مبارزه,درگیری، مبارزه,,der Kampf,,41,noun,{{936 7 0.jpg}},die Kämpfe,Der Kampf zwischen Arbeitgebern und Arbeitnehmern geht weiter.,24222937
{{937 0 0.mp3}},insane,دیوانه,دیوانه، دیوانه وار,,wahnsinnig,,116,adj,{{937 7 0.jpg}},,Diese Unordnung macht mich wahnsinnig!,24583884
{{938 0 0.mp3}},rare,نادر,به ندرت,,selten,,31,adj,{{938 7 0.jpg}},,Jens schaut selten fern.,24122078
{{939 0 0.mp3}},to keep from,برای جلوگیری از,بازداشتن، ممانعت کردن، جلوگیری کردن,,abhalten,,126,verb,{{939 7 0.jpg}},hält ab; hielt ab; hat abgehalten,"Sie können mich nicht davon abhalten, hier zu parken.",24604403
{{940 0 0.mp3}},visible,قابل رویت,قابل مشاهده، قابل رویت، مرئی,,sichtbar,,71,adj,{{940 7 0.jpg}},,Es gibt sichtbare und unsichtbare Lichtwellen.,24476411
{{941 0 0.mp3}},to threaten,تهدید شدن,تهدید کردن,,bedrohen,,107,verb,{{941 7 0.jpg}},bedroht; bedrohte; hat bedroht,Das Ozonloch bedroht unsere Atmosphäre.,24558765
{{942 0 0.mp3}},"screen, monitor",صفحه نمایش، مانیتور,نمایشگر، مانیتور / صفحه نمایش,,der Bildschirm,,144,noun,{{942 7 0.jpg}},die Bildschirme,Auf dem Bildschirm ist nichts zu sehen.,24616192
{{943 0 0.mp3}},number,عدد,عدد,,die Zahl,,18,noun,{{943 7 0.jpg}},die Zahlen,Eine große Zahl von Jugendlichen raucht.,23722582
{{944 0 0.mp3}},only,فقط,فقط، تنها,,nur,,3,adv,{{944 7 0.jpg}},,Ich habe nur noch einen Euro.,23500175
{{945 0 0.mp3}},to break,به استراحت,شکستن,break,brechen,,56,verb,{{945 7 0.jpg}},bricht; brach; hat gebrochen,Dünnes Eis bricht sehr schnell.,24278742
{{946 0 0.mp3}},inhabitant,مقیم,ساکن، سکنه,,der Einwohner,,106,noun,{{946 7 0.jpg}},die Einwohner,Wie viele Einwohner hat Berlin?,24553362
{{947 0 0.mp3}},"hall, corridor",سالن، راهرو,تالار ورودی، راهرو، سرسرا,the hallway,der Flur,Flur,123,noun,{{947 7 0.jpg}},die Flure,Der Lärm hallt durch die Flure.,24602978
{{948 0 0.mp3}},"you (plural, informal) / her, their",شما (جمع، رسمی) / او را، خود,شما، [ضمیر دوم شخص جمع] / مال او [مونث]، [ضمیر ملکی سوم شخص مفرد مونث و جمع] / [صفت ملکی سوم شخص مفرد مونث] / [صفت ملکی سوم شخص جمع],,ihr,,2,pron,{{948 7 0.jpg}},,Habt ihr das gewusst? / Ich höre ihr zu.,23499914
{{949 0 0.mp3}},Dutch,هلندی,زبان هلندی,,das Niederländisch,,167,noun,{{949 7 0.jpg}},no plural,"Christine hat im Oktober angefangen, Niederländisch zu lernen.",24624344
{{950 0 0.mp3}},danger,خطر,خطر,the danger,die Gefahr,Gefahr,35,noun,{{950 7 0.jpg}},die Gefahren,Er war in großer Gefahr.,24215915
{{951 0 0.mp3}},tiny,کوچک,ریز، خیلی کوچک,,winzig,,101,adj,{{951 7 0.jpg}},,Sie leben in einem winzigen Dorf.,24551246
{{952 0 0.mp3}},radiation,تابش - تشعشع,پرتو / تابش,,die Strahlung,,122,noun,{{952 7 0.jpg}},die Strahlungen,Das Gebiet ist mit radioaktiver Strahlung verseucht.,24588695
{{953 0 0.mp3}},successful,موفقیت آمیز,موفق,,erfolgreich,,40,adj,{{953 7 0.jpg}},,Er hat eine erfolgreiche Managerlaufbahn hinter sich.,24221720
{{954 0 0.mp3}},just now,همین الان,,,"eben, ebend",,7,adv,{{954 7 0.jpg}},,Ich habe eben eine E-Mail bekommen.,23505273
{{955 0 0.mp3}},"to hold out, bear, endure",برای نگهداری، خرس، تحمل,تحمل کردن، تاب آوردن,,aushalten,,123,verb,{{955 7 0.jpg}},hält aus; hielt aus; hat ausgehalten,Wie lange hältst du das noch aus?,24602523
